"orderid","userid","status","orderdate","subtotal","modifydate"
"10001034","250673","2","2017/4/4","416","2017/4/4"
"10001035","7168","2","2017/4/25","165","2017/4/25"
"10001036","23715","1","2017/5/16","236","2017/5/16"
"10001037","182805","2","2017/4/30","162","2017/4/30"
"10001038","101929","2","2017/4/9","68","2017/4/9"
"10001039","147427","2","2017/6/23","85","2017/6/23"
"10001040","193455","2","2017/4/27","159","2017/4/27"
"10001041","66149","0","2017/6/16","108","2017/6/16"
"10001042","35210","2","2017/6/17","169","2017/6/17"
"10001043","271459","0","2017/5/14","214","2017/5/14"
"10001044","93822","0","2017/6/5","287","2017/6/5"
"10001045","141783","1","2017/6/24","113","2017/6/24"
"10001046","78051","0","2017/5/8","129","2017/5/8"
"10001047","121273","1","2017/5/10","224","2017/5/10"
"10001048","151874","1","2017/5/24","195","2017/5/24"
"10001049","199621","2","2017/5/24","102","2017/5/24"
"10001050","220763","2","2017/4/14","74","2017/4/14"
"10001051","32490","2","2017/4/28","178","2017/4/28"
"10001052","29055","0","2017/5/1","243","2017/5/1"
"10001053","249835","2","2017/6/30","223","2017/6/30"
"10001054","11309","2","2017/4/16","53","2017/4/16"
"10001055","10446","1","2017/5/3","250","2017/5/3"
"10001056","204211","0","2017/5/10","284","2017/5/10"
"10001057","227670","0","2017/6/21","146","2017/6/21"
"10001058","266364","1","2017/4/11","101","2017/4/11"
"10001059","19450","1","2017/6/17","254","2017/6/17"
"10001060","145044","0","2017/5/28","126","2017/5/28"
"10001061","214195","0","2017/6/24","330","2017/6/24"
"10001062","217387","2","2017/6/20","74","2017/6/20"
"10001063","12283","2","2017/6/4","404","2017/6/4"
"10001064","106817","0","2017/5/5","80","2017/5/5"
"10001065","242589","2","2017/4/14","306","2017/4/14"
"10001066","130745","1","2017/5/31","82","2017/5/31"
"10001067","233573","0","2017/4/26","67","2017/4/26"
"10001068","7710","2","2017/4/30","241","2017/4/30"
"10001069","230164","1","2017/5/11","142","2017/5/11"
"10001070","62933","1","2017/5/1","136","2017/5/1"
"10001071","134333","0","2017/6/22","229","2017/6/22"
"10001072","151768","2","2017/4/25","101","2017/4/25"
"10001073","66017","2","2017/6/19","115","2017/6/19"
"10001074","243976","0","2017/4/24","104","2017/4/24"
"10001075","183986","1","2017/6/25","169","2017/6/25"
"10001076","7315","2","2017/6/13","129","2017/6/13"
"10001077","103455","0","2017/4/10","113","2017/4/10"
"10001078","27167","2","2017/6/16","339","2017/6/16"
"10001079","141451","2","2017/4/20","290","2017/4/20"
"10001080","162028","0","2017/4/13","95","2017/4/13"
"10001081","120336","2","2017/5/17","252","2017/5/17"
"10001082","214281","2","2017/6/13","254","2017/6/13"
"10001083","49396","2","2017/5/4","299","2017/5/4"
"10001084","258600","2","2017/4/16","222","2017/4/16"
"10001085","213858","2","2017/6/25","177","2017/6/25"
"10001086","8208","0","2017/6/6","91","2017/6/6"
"10001087","213868","2","2017/4/21","412","2017/4/21"
"10001088","82683","2","2017/6/25","344","2017/6/25"
"10001089","126207","0","2017/4/7","120","2017/4/7"
"10001090","169878","2","2017/5/16","119","2017/5/16"
"10001091","217819","2","2017/4/23","307","2017/4/23"
"10001092","123396","2","2017/4/5","60","2017/4/5"
"10001093","114167","2","2017/5/11","88","2017/5/11"
"10001094","74754","1","2017/4/5","361","2017/4/5"
"10001095","267274","2","2017/6/17","185","2017/6/17"
"10001096","204608","2","2017/4/27","126","2017/4/27"
"10001097","7471","2","2017/5/6","318","2017/5/6"
"10001098","268721","2","2017/4/27","189","2017/4/27"
"10001099","209608","0","2017/5/13","187","2017/5/13"
"10001100","133810","2","2017/6/27","50","2017/6/27"
"10001101","179884","1","2017/6/24","121","2017/6/24"
"10001102","14709","0","2017/5/20","214","2017/5/20"
"10001103","157059","2","2017/6/19","237","2017/6/19"
"10001104","141701","2","2017/5/7","503","2017/5/7"
"10001105","99821","2","2017/4/24","232","2017/4/24"
"10001106","130277","2","2017/5/15","50","2017/5/15"
"10001107","150081","2","2017/4/18","113","2017/4/18"
"10001108","6131","2","2017/5/24","108","2017/5/24"
"10001109","40830","1","2017/5/12","188","2017/5/12"
"10001110","3525","0","2017/5/8","119","2017/5/8"
"10001111","66024","0","2017/5/2","141","2017/5/2"
"10001112","193466","2","2017/6/12","111","2017/6/12"
"10001113","19078","2","2017/4/13","119","2017/4/13"
"10001114","54535","0","2017/6/19","380","2017/6/19"
"10001115","173332","2","2017/5/6","82","2017/5/6"
"10001116","120656","2","2017/6/22","160","2017/6/22"
"10001117","6911","2","2017/5/28","99","2017/5/28"
"10001118","35899","2","2017/4/23","220","2017/4/23"
"10001119","134233","2","2017/4/16","187","2017/4/16"
"10001120","22868","2","2017/6/7","214","2017/6/7"
"10001121","27717","2","2017/4/30","233","2017/4/30"
"10001122","240003","2","2017/6/2","98","2017/6/2"
"10001123","218441","2","2017/4/17","293","2017/4/17"
"10001124","68851","0","2017/6/10","470","2017/6/10"
"10001125","140199","1","2017/4/4","166","2017/4/4"
"10001126","151400","2","2017/6/22","284","2017/6/22"
"10001127","101300","2","2017/5/3","115","2017/5/3"
"10001128","235251","2","2017/6/23","192","2017/6/23"
"10001129","143341","2","2017/6/4","178","2017/6/4"
"10001130","257215","0","2017/6/11","306","2017/6/11"
"10001131","171446","2","2017/5/27","318","2017/5/27"
"10001132","247265","1","2017/4/19","215","2017/4/19"
"10001133","115663","1","2017/6/13","108","2017/6/13"
"10001134","230206","1","2017/5/24","125","2017/5/24"
"10001135","35681","1","2017/4/18","60","2017/4/18"
"10001136","270391","1","2017/4/2","304","2017/4/2"
"10001137","38105","2","2017/4/19","127","2017/4/19"
"10001138","208965","2","2017/6/11","141","2017/6/11"
"10001139","82391","0","2017/6/26","140","2017/6/26"
"10001140","150004","1","2017/4/13","180","2017/4/13"
"10001141","167909","0","2017/4/21","180","2017/4/21"
"10001142","92482","1","2017/4/25","263","2017/4/25"
"10001143","25033","1","2017/6/30","115","2017/6/30"
"10001144","24198","2","2017/4/13","270","2017/4/13"
"10001145","75175","1","2017/6/27","291","2017/6/27"
"10001146","113379","2","2017/6/26","291","2017/6/26"
"10001147","58103","2","2017/4/19","272","2017/4/19"
"10001148","134071","0","2017/5/29","355","2017/5/29"
"10001149","50948","2","2017/4/28","236","2017/4/28"
"10001150","102616","1","2017/5/24","77","2017/5/24"
"10001151","112268","0","2017/6/24","197","2017/6/24"
"10001152","121295","2","2017/6/30","189","2017/6/30"
"10001153","28349","2","2017/4/20","165","2017/4/20"
"10001154","148951","0","2017/6/30","121","2017/6/30"
"10001155","150432","2","2017/6/23","60","2017/6/23"
"10001156","173811","2","2017/4/11","131","2017/4/11"
"10001157","254977","2","2017/5/2","56","2017/5/2"
"10001158","139801","0","2017/5/6","298","2017/5/6"
"10001159","157093","1","2017/5/31","164","2017/5/31"
"10001160","241719","2","2017/6/28","158","2017/6/28"
"10001161","21519","2","2017/4/13","205","2017/4/13"
"10001162","31986","1","2017/4/16","263","2017/4/16"
"10001163","268952","2","2017/5/25","165","2017/5/25"
"10001164","89566","1","2017/4/6","89","2017/4/6"
"10001165","162496","2","2017/6/6","126","2017/6/6"
"10001166","235998","1","2017/6/25","101","2017/6/25"
"10001167","6208","0","2017/6/28","301","2017/6/28"
"10001168","95094","2","2017/6/25","66","2017/6/25"
"10001169","118994","2","2017/6/11","122","2017/6/11"
"10001170","151776","2","2017/4/25","287","2017/4/25"
"10001171","89801","1","2017/4/25","121","2017/4/25"
"10001172","22003","0","2017/4/13","273","2017/4/13"
"10001173","80091","0","2017/5/26","366","2017/5/26"
"10001174","31432","0","2017/5/12","136","2017/5/12"
"10001175","64880","0","2017/4/28","119","2017/4/28"
"10001176","224417","1","2017/4/5","268","2017/4/5"
"10001177","91034","2","2017/5/7","253","2017/5/7"
"10001178","263023","1","2017/6/3","145","2017/6/3"
"10001179","135259","2","2017/5/30","387","2017/5/30"
"10001180","159959","2","2017/6/4","265","2017/6/4"
"10001181","261910","0","2017/5/11","50","2017/5/11"
"10001182","178837","2","2017/6/14","249","2017/6/14"
"10001183","100804","2","2017/5/6","443","2017/5/6"
"10001184","39064","0","2017/6/22","197","2017/6/22"
"10001185","62004","0","2017/6/1","68","2017/6/1"
"10001186","45027","2","2017/4/16","112","2017/4/16"
"10001187","271032","0","2017/6/14","126","2017/6/14"
"10001188","69010","0","2017/4/24","119","2017/4/24"
"10001189","2934","2","2017/5/31","177","2017/5/31"
"10001190","230432","0","2017/6/10","71","2017/6/10"
"10001191","25563","2","2017/5/1","76","2017/5/1"
"10001192","162021","1","2017/4/16","169","2017/4/16"
"10001193","143163","2","2017/4/13","376","2017/4/13"
"10001194","60521","1","2017/4/29","185","2017/4/29"
"10001195","256931","0","2017/6/20","448","2017/6/20"
"10001196","90804","2","2017/6/28","343","2017/6/28"
"10001197","197513","1","2017/4/7","323","2017/4/7"
"10001198","198328","2","2017/4/14","184","2017/4/14"
"10001199","8496","2","2017/5/3","114","2017/5/3"
"10001200","203561","0","2017/5/10","209","2017/5/10"
"10001201","252374","0","2017/4/30","117","2017/4/30"
"10001202","128015","0","2017/5/25","302","2017/5/25"
"10001203","158659","0","2017/4/25","305","2017/4/25"
"10001204","184336","0","2017/6/4","58","2017/6/4"
"10001205","196487","1","2017/5/29","121","2017/5/29"
"10001206","29717","1","2017/6/9","187","2017/6/9"
"10001207","66105","1","2017/6/1","218","2017/6/1"
"10001208","101866","2","2017/5/9","94","2017/5/9"
"10001209","227796","1","2017/5/8","221","2017/5/8"
"10001210","263596","2","2017/5/2","125","2017/5/2"
"10001211","87985","2","2017/6/24","50","2017/6/24"
"10001212","152886","1","2017/5/30","69","2017/5/30"
"10001213","135698","0","2017/4/22","142","2017/4/22"
"10001214","16582","1","2017/4/12","348","2017/4/12"
"10001215","10719","0","2017/5/31","239","2017/5/31"
"10001216","95284","0","2017/4/26","403","2017/4/26"
"10001217","113540","1","2017/6/18","377","2017/6/18"
"10001218","82097","2","2017/4/5","196","2017/4/5"
"10001219","159736","1","2017/5/21","217","2017/5/21"
"10001220","147271","2","2017/5/12","82","2017/5/12"
"10001221","34539","1","2017/5/21","302","2017/5/21"
"10001222","184310","1","2017/5/26","52","2017/5/26"
"10001223","120995","2","2017/4/10","394","2017/4/10"
"10001224","241284","2","2017/5/20","208","2017/5/20"
"10001225","60912","0","2017/4/30","295","2017/4/30"
"10001226","110885","2","2017/5/13","255","2017/5/13"
"10001227","207967","2","2017/4/7","343","2017/4/7"
"10001228","75552","2","2017/5/19","379","2017/5/19"
"10001229","249833","1","2017/5/29","146","2017/5/29"
"10001230","215444","2","2017/6/15","184","2017/6/15"
"10001231","65442","2","2017/5/17","153","2017/5/17"
"10001232","256957","2","2017/4/10","128","2017/4/10"
"10001233","30873","1","2017/6/5","187","2017/6/5"
"10001234","75137","1","2017/4/16","214","2017/4/16"
"10001235","263613","2","2017/4/21","316","2017/4/21"
"10001236","98613","1","2017/4/13","311","2017/4/13"
"10001237","205763","2","2017/5/7","481","2017/5/7"
"10001238","60044","1","2017/5/28","102","2017/5/28"
"10001239","255710","1","2017/6/25","114","2017/6/25"
"10001240","224334","1","2017/4/6","243","2017/4/6"
"10001241","132724","1","2017/5/12","327","2017/5/12"
"10001242","212776","2","2017/5/18","104","2017/5/18"
"10001243","145737","1","2017/4/6","117","2017/4/6"
"10001244","114476","2","2017/4/27","125","2017/4/27"
"10001245","73140","0","2017/5/30","521","2017/5/30"
"10001246","222000","0","2017/4/4","71","2017/4/4"
"10001247","208802","0","2017/4/19","255","2017/4/19"
"10001248","202828","2","2017/6/12","433","2017/6/12"
"10001249","49652","1","2017/5/9","204","2017/5/9"
"10001250","51803","2","2017/6/14","190","2017/6/14"
"10001251","112108","2","2017/4/18","293","2017/4/18"
"10001252","37894","2","2017/4/20","296","2017/4/20"
"10001253","149527","2","2017/4/13","100","2017/4/13"
"10001254","71515","0","2017/6/4","97","2017/6/4"
"10001255","105997","2","2017/5/28","268","2017/5/28"
"10001256","54271","1","2017/4/27","76","2017/4/27"
"10001257","25013","0","2017/6/25","304","2017/6/25"
"10001258","227455","2","2017/4/8","236","2017/4/8"
"10001259","121698","2","2017/5/18","68","2017/5/18"
"10001260","101536","2","2017/6/23","319","2017/6/23"
"10001261","239220","2","2017/6/7","94","2017/6/7"
"10001262","159344","0","2017/6/6","237","2017/6/6"
"10001263","229262","1","2017/6/18","204","2017/6/18"
"10001264","134223","2","2017/5/11","353","2017/5/11"
"10001265","216364","0","2017/4/9","281","2017/4/9"
"10001266","192479","1","2017/4/17","231","2017/4/17"
"10001267","91074","2","2017/5/4","220","2017/5/4"
"10001268","38958","0","2017/5/27","76","2017/5/27"
"10001269","218798","1","2017/5/6","309","2017/5/6"
"10001270","142063","2","2017/6/14","198","2017/6/14"
"10001271","63246","2","2017/5/10","523","2017/5/10"
"10001272","52811","2","2017/4/30","76","2017/4/30"
"10001273","131161","0","2017/6/17","264","2017/6/17"
"10001274","154300","2","2017/4/7","196","2017/4/7"
"10001275","256592","0","2017/5/3","80","2017/5/3"
"10001276","50351","0","2017/4/2","402","2017/4/2"
"10001277","57387","2","2017/6/11","113","2017/6/11"
"10001278","154424","2","2017/5/27","121","2017/5/27"
"10001279","262138","1","2017/5/3","335","2017/5/3"
"10001280","117342","2","2017/4/2","86","2017/4/2"
"10001281","217772","2","2017/6/5","184","2017/6/5"
"10001282","120420","1","2017/4/11","112","2017/4/11"
"10001283","83526","2","2017/4/16","113","2017/4/16"
"10001284","264747","2","2017/5/16","139","2017/5/16"
"10001285","9301","2","2017/6/26","76","2017/6/26"
"10001286","10029","2","2017/4/18","255","2017/4/18"
"10001287","43297","1","2017/4/23","134","2017/4/23"
"10001288","144759","2","2017/6/28","437","2017/6/28"
"10001289","256468","0","2017/6/24","244","2017/6/24"
"10001290","137075","0","2017/6/21","280","2017/6/21"
"10001291","277982","2","2017/6/5","129","2017/6/5"
"10001292","17348","2","2017/6/5","297","2017/6/5"
"10001293","228758","2","2017/6/25","187","2017/6/25"
"10001294","194263","2","2017/6/27","163","2017/6/27"
"10001295","141445","0","2017/5/18","170","2017/5/18"
"10001296","21924","0","2017/4/18","147","2017/4/18"
"10001297","265986","2","2017/5/11","295","2017/5/11"
"10001298","203574","0","2017/4/8","242","2017/4/8"
"10001299","84324","1","2017/6/2","108","2017/6/2"
"10001300","252813","2","2017/5/20","330","2017/5/20"
"10001301","137455","2","2017/4/6","307","2017/4/6"
"10001302","275938","1","2017/4/13","153","2017/4/13"
"10001303","248363","0","2017/6/21","122","2017/6/21"
"10001304","125122","2","2017/4/25","253","2017/4/25"
"10001305","26242","2","2017/6/30","255","2017/6/30"
"10001306","35754","1","2017/5/31","162","2017/5/31"
"10001307","80321","0","2017/5/17","423","2017/5/17"
"10001308","60074","0","2017/5/8","146","2017/5/8"
"10001309","200507","0","2017/4/13","179","2017/4/13"
"10001310","99461","2","2017/5/26","229","2017/5/26"
"10001311","201492","2","2017/6/14","139","2017/6/14"
"10001312","77946","2","2017/4/28","113","2017/4/28"
"10001313","62151","2","2017/4/22","192","2017/4/22"
"10001314","17215","0","2017/5/10","362","2017/5/10"
"10001315","2209","1","2017/6/11","355","2017/6/11"
"10001316","23335","0","2017/6/12","165","2017/6/12"
"10001317","80704","1","2017/6/19","153","2017/6/19"
"10001318","259566","2","2017/4/22","80","2017/4/22"
"10001319","58459","2","2017/4/28","318","2017/4/28"
"10001320","143708","2","2017/6/15","109","2017/6/15"
"10001321","148026","2","2017/5/12","253","2017/5/12"
"10001322","173595","1","2017/4/24","177","2017/4/24"
"10001323","6928","0","2017/5/27","168","2017/5/27"
"10001324","86552","1","2017/6/27","289","2017/6/27"
"10001325","203054","1","2017/4/17","190","2017/4/17"
"10001326","126614","2","2017/6/9","333","2017/6/9"
"10001327","263468","2","2017/4/2","375","2017/4/2"
"10001328","105486","1","2017/6/2","249","2017/6/2"
"10001329","136553","0","2017/4/24","234","2017/4/24"
"10001330","206888","2","2017/4/9","292","2017/4/9"
"10001331","80912","1","2017/5/23","80","2017/5/23"
"10001332","26008","2","2017/5/24","127","2017/5/24"
"10001333","251676","0","2017/5/21","51","2017/5/21"
"10001334","191833","2","2017/5/21","242","2017/5/21"
"10001335","257313","2","2017/5/20","101","2017/5/20"
"10001336","271800","0","2017/4/9","237","2017/4/9"
"10001337","211665","1","2017/5/19","385","2017/5/19"
"10001338","89432","2","2017/5/10","215","2017/5/10"
"10001339","200714","0","2017/5/9","278","2017/5/9"
"10001340","248504","0","2017/4/18","183","2017/4/18"
"10001341","119207","2","2017/5/6","168","2017/5/6"
"10001342","235658","2","2017/4/16","139","2017/4/16"
"10001343","56183","1","2017/4/10","222","2017/4/10"
"10001344","85345","0","2017/5/23","317","2017/5/23"
"10001345","65861","0","2017/5/24","117","2017/5/24"
"10001346","80977","2","2017/6/21","448","2017/6/21"
"10001347","87230","2","2017/4/27","298","2017/4/27"
"10001348","142711","0","2017/4/25","255","2017/4/25"
"10001349","54424","1","2017/4/30","130","2017/4/30"
"10001350","242101","2","2017/4/29","373","2017/4/29"
"10001351","236806","2","2017/4/2","157","2017/4/2"
"10001352","145685","2","2017/6/23","261","2017/6/23"
"10001353","125637","0","2017/4/19","455","2017/4/19"
"10001354","10796","1","2017/4/22","80","2017/4/22"
"10001355","272794","1","2017/6/29","168","2017/6/29"
"10001356","146595","0","2017/5/30","155","2017/5/30"
"10001357","172536","2","2017/6/7","255","2017/6/7"
"10001358","8292","2","2017/4/11","328","2017/4/11"
"10001359","213958","1","2017/6/28","147","2017/6/28"
"10001360","106652","0","2017/6/14","202","2017/6/14"
"10001361","17578","1","2017/5/14","181","2017/5/14"
"10001362","273986","2","2017/5/30","101","2017/5/30"
"10001363","40525","0","2017/5/26","112","2017/5/26"
"10001364","70436","0","2017/5/16","284","2017/5/16"
"10001365","32878","1","2017/6/29","165","2017/6/29"
"10001366","83439","1","2017/6/9","101","2017/6/9"
"10001367","206068","2","2017/4/19","119","2017/4/19"
"10001368","129704","2","2017/6/27","143","2017/6/27"
"10001369","82106","2","2017/5/7","325","2017/5/7"
"10001370","74257","2","2017/5/26","486","2017/5/26"
"10001371","21106","1","2017/6/7","191","2017/6/7"
"10001372","150002","2","2017/5/4","85","2017/5/4"
"10001373","107862","2","2017/4/15","178","2017/4/15"
"10001374","270847","1","2017/6/22","235","2017/6/22"
"10001375","227279","0","2017/4/20","480","2017/4/20"
"10001376","233385","1","2017/5/1","257","2017/5/1"
"10001377","252201","0","2017/5/24","244","2017/5/24"
"10001378","154038","1","2017/6/18","275","2017/6/18"
"10001379","221508","2","2017/4/15","145","2017/4/15"
"10001380","261514","0","2017/6/13","382","2017/6/13"
"10001381","243681","2","2017/6/18","318","2017/6/18"
"10001382","241000","2","2017/6/5","338","2017/6/5"
"10001383","1698","2","2017/6/30","143","2017/6/30"
"10001384","87937","2","2017/6/4","134","2017/6/4"
"10001385","222978","2","2017/4/22","113","2017/4/22"
"10001386","197314","2","2017/6/1","271","2017/6/1"
"10001387","205373","1","2017/6/27","267","2017/6/27"
"10001388","237098","0","2017/5/27","168","2017/5/27"
"10001389","139136","0","2017/6/16","470","2017/6/16"
"10001390","146635","2","2017/4/27","245","2017/4/27"
"10001391","73479","2","2017/5/11","59","2017/5/11"
"10001392","75390","2","2017/4/25","187","2017/4/25"
"10001393","114820","1","2017/4/24","201","2017/4/24"
"10001394","62707","1","2017/5/19","157","2017/5/19"
"10001395","47476","1","2017/5/31","141","2017/5/31"
"10001396","209440","2","2017/6/9","56","2017/6/9"
"10001397","90790","2","2017/6/3","162","2017/6/3"
"10001398","221635","2","2017/5/16","189","2017/5/16"
"10001399","35488","2","2017/5/10","166","2017/5/10"
"10001400","150654","2","2017/5/2","233","2017/5/2"
"10001401","11277","2","2017/6/9","163","2017/6/9"
"10001402","191324","0","2017/5/26","387","2017/5/26"
"10001403","276544","0","2017/6/12","188","2017/6/12"
"10001404","176553","2","2017/6/14","127","2017/6/14"
"10001405","229517","1","2017/5/27","274","2017/5/27"
"10001406","169189","2","2017/4/19","210","2017/4/19"
"10001407","224909","0","2017/5/16","129","2017/5/16"
"10001408","98991","2","2017/5/20","417","2017/5/20"
"10001409","17653","0","2017/4/10","189","2017/4/10"
"10001410","96744","2","2017/5/5","199","2017/5/5"
"10001411","22402","2","2017/5/23","298","2017/5/23"
"10001412","137980","1","2017/5/31","367","2017/5/31"
"10001413","260381","2","2017/5/11","101","2017/5/11"
"10001414","87527","2","2017/6/5","249","2017/6/5"
"10001415","263307","1","2017/5/31","112","2017/5/31"
"10001416","215435","1","2017/5/30","85","2017/5/30"
"10001417","23267","2","2017/4/6","251","2017/4/6"
"10001418","269982","2","2017/4/23","288","2017/4/23"
"10001419","113385","2","2017/4/21","85","2017/4/21"
"10001420","64524","2","2017/6/13","138","2017/6/13"
"10001421","248744","2","2017/5/31","232","2017/5/31"
"10001422","265488","2","2017/5/4","236","2017/5/4"
"10001423","74079","2","2017/4/18","135","2017/4/18"
"10001424","159710","1","2017/5/3","297","2017/5/3"
"10001425","142918","1","2017/6/21","251","2017/6/21"
"10001426","64477","2","2017/5/10","416","2017/5/10"
"10001427","3712","1","2017/4/2","265","2017/4/2"
"10001428","76394","0","2017/5/16","177","2017/5/16"
"10001429","19685","2","2017/6/22","347","2017/6/22"
"10001430","179150","1","2017/5/30","222","2017/5/30"
"10001431","209347","1","2017/5/15","69","2017/5/15"
"10001432","226858","0","2017/6/1","348","2017/6/1"
"10001433","116056","1","2017/5/13","141","2017/5/13"
"10001434","95467","0","2017/5/14","418","2017/5/14"
"10001435","134474","1","2017/6/28","60","2017/6/28"
"10001436","61548","1","2017/6/10","170","2017/6/10"
"10001437","240007","0","2017/4/27","213","2017/4/27"
"10001438","198355","2","2017/4/7","162","2017/4/7"
"10001439","109019","1","2017/6/30","374","2017/6/30"
"10001440","182905","2","2017/4/9","228","2017/4/9"
"10001441","225957","0","2017/5/11","393","2017/5/11"
"10001442","166521","1","2017/6/3","114","2017/6/3"
"10001443","43390","1","2017/5/31","461","2017/5/31"
"10001444","104686","2","2017/4/9","91","2017/4/9"
"10001445","41739","1","2017/5/22","177","2017/5/22"
"10001446","104917","2","2017/5/8","242","2017/5/8"
"10001447","105749","2","2017/4/13","208","2017/4/13"
"10001448","231420","2","2017/4/10","140","2017/4/10"
"10001449","106312","0","2017/5/7","253","2017/5/7"
"10001450","8164","2","2017/6/15","336","2017/6/15"
"10001451","50049","2","2017/5/21","108","2017/5/21"
"10001452","85198","1","2017/4/28","131","2017/4/28"
"10001453","1826","2","2017/4/24","219","2017/4/24"
"10001454","100840","0","2017/6/14","243","2017/6/14"
"10001455","95481","1","2017/4/11","105","2017/4/11"
"10001456","137150","2","2017/5/31","143","2017/5/31"
"10001457","223362","0","2017/5/8","101","2017/5/8"
"10001458","212077","0","2017/6/14","87","2017/6/14"
"10001459","183156","2","2017/5/17","339","2017/5/17"
"10001460","178405","1","2017/6/21","183","2017/6/21"
"10001461","239662","2","2017/6/30","285","2017/6/30"
"10001462","226343","1","2017/6/17","176","2017/6/17"
"10001463","97606","1","2017/5/1","89","2017/5/1"
"10001464","224496","1","2017/6/24","417","2017/6/24"
"10001465","231254","1","2017/5/6","293","2017/5/6"
"10001466","15873","2","2017/4/18","239","2017/4/18"
"10001467","27094","0","2017/6/8","59","2017/6/8"
"10001468","228034","0","2017/6/16","126","2017/6/16"
"10001469","257839","2","2017/5/7","247","2017/5/7"
"10001470","186394","2","2017/4/27","268","2017/4/27"
"10001471","27545","0","2017/6/8","219","2017/6/8"
"10001472","88280","0","2017/5/12","392","2017/5/12"
"10001473","82960","0","2017/6/2","228","2017/6/2"
"10001474","163387","1","2017/4/13","272","2017/4/13"
"10001475","94220","2","2017/5/2","171","2017/5/2"
"10001476","219584","0","2017/6/3","334","2017/6/3"
"10001477","215799","0","2017/5/20","104","2017/5/20"
"10001478","191643","1","2017/5/23","191","2017/5/23"
"10001479","186096","0","2017/4/26","371","2017/4/26"
"10001480","69421","1","2017/5/20","291","2017/5/20"
"10001481","205373","2","2017/5/21","303","2017/5/21"
"10001482","9033","2","2017/6/18","220","2017/6/18"
"10001483","23832","2","2017/5/30","243","2017/5/30"
"10001484","80754","0","2017/5/7","331","2017/5/7"
"10001485","24610","2","2017/4/14","68","2017/4/14"
"10001486","53826","1","2017/4/27","187","2017/4/27"
"10001487","51881","2","2017/4/25","113","2017/4/25"
"10001488","53133","0","2017/6/12","247","2017/6/12"
"10001489","242935","0","2017/6/1","426","2017/6/1"
"10001490","244912","1","2017/5/5","195","2017/5/5"
"10001491","45035","0","2017/4/5","239","2017/4/5"
"10001492","179589","1","2017/6/27","59","2017/6/27"
"10001493","27899","1","2017/4/20","455","2017/4/20"
"10001494","92264","2","2017/6/20","241","2017/6/20"
"10001495","169620","2","2017/5/3","124","2017/5/3"
"10001496","3592","1","2017/5/2","123","2017/5/2"
"10001497","3834","0","2017/4/23","414","2017/4/23"
"10001498","219593","0","2017/4/4","76","2017/4/4"
"10001499","57048","2","2017/5/3","232","2017/5/3"
"10001500","104645","2","2017/5/14","284","2017/5/14"
"10001501","166663","2","2017/6/1","100","2017/6/1"
"10001502","190926","1","2017/5/23","131","2017/5/23"
"10001503","205611","1","2017/4/6","189","2017/4/6"
"10001504","92762","1","2017/6/13","130","2017/6/13"
"10001505","26962","2","2017/5/27","59","2017/5/27"
"10001506","267090","1","2017/5/4","86","2017/5/4"
"10001507","158391","0","2017/5/6","126","2017/5/6"
"10001508","186299","1","2017/6/28","252","2017/6/28"
"10001509","173052","2","2017/5/13","385","2017/5/13"
"10001510","157590","1","2017/6/11","277","2017/6/11"
"10001511","195560","1","2017/5/24","208","2017/5/24"
"10001512","164579","2","2017/5/18","168","2017/5/18"
"10001513","197188","2","2017/5/25","68","2017/5/25"
"10001514","203211","2","2017/5/2","183","2017/5/2"
"10001515","260953","2","2017/6/30","112","2017/6/30"
"10001516","71602","1","2017/4/23","74","2017/4/23"
"10001517","76802","0","2017/6/13","201","2017/6/13"
"10001518","215718","2","2017/6/26","87","2017/6/26"
"10001519","97576","2","2017/5/1","113","2017/5/1"
"10001520","161521","0","2017/5/31","167","2017/5/31"
"10001521","44106","0","2017/6/2","187","2017/6/2"
"10001522","154417","2","2017/4/2","224","2017/4/2"
"10001523","147398","2","2017/5/23","316","2017/5/23"
"10001524","94052","1","2017/6/13","119","2017/6/13"
"10001525","31978","0","2017/5/6","165","2017/5/6"
"10001526","35286","2","2017/4/15","123","2017/4/15"
"10001527","32118","2","2017/6/13","245","2017/6/13"
"10001528","19519","2","2017/6/12","80","2017/6/12"
"10001529","228151","0","2017/4/30","126","2017/4/30"
"10001530","145805","1","2017/4/5","172","2017/4/5"
"10001531","133916","1","2017/6/30","162","2017/6/30"
"10001532","240932","0","2017/4/4","325","2017/4/4"
"10001533","195802","2","2017/4/28","174","2017/4/28"
"10001534","59215","0","2017/5/23","144","2017/5/23"
"10001535","274900","2","2017/4/15","105","2017/4/15"
"10001536","63504","0","2017/6/30","113","2017/6/30"
"10001537","235913","2","2017/5/30","74","2017/5/30"
"10001538","198389","2","2017/6/28","114","2017/6/28"
"10001539","100156","2","2017/5/4","68","2017/5/4"
"10001540","273992","2","2017/5/9","219","2017/5/9"
"10001541","29284","1","2017/6/25","95","2017/6/25"
"10001542","223341","2","2017/4/21","343","2017/4/21"
"10001543","174501","1","2017/5/28","121","2017/5/28"
"10001544","214791","2","2017/5/12","231","2017/5/12"
"10001545","122884","1","2017/4/18","153","2017/4/18"
"10001546","48220","0","2017/4/30","296","2017/4/30"
"10001547","236735","0","2017/4/8","261","2017/4/8"
"10001548","76542","1","2017/5/11","247","2017/5/11"
"10001549","31365","1","2017/4/6","254","2017/4/6"
"10001550","176165","2","2017/6/15","174","2017/6/15"
