"bookid","orderid","unitprice","quantity","modifydate","score"
"449002632","10000841","180","1","2017/5/4","2"
"375821813","10000841","87","1","2017/5/4","5"
"425158616","10000856","174","1","2017/5/4","4"
"446328413","10000856","174","1","2017/5/4","5"
"425192768","10000856","172","1","2017/5/4","7"
"67975556","10000966","125","1","2017/5/4","5"
"7119887","10001083","60","1","2017/5/4","5"
"553297090","10001083","125","1","2017/5/4","6"
"440235596","10001083","114","1","2017/5/4","9"
"842382658","10001267","74","1","2017/5/4","9"
"60959037","10001267","146","1","2017/5/4","8"
"812510992","10001372","85","1","2017/5/4","8"
"385503822","10001422","153","1","2017/5/4","7"
"1590580958","10001422","83","1","2017/5/4","9"
"743203232","10001506","86","1","2017/5/4","7"
"671504479","10001539","68","1","2017/5/4","4"
"2253061190","10001784","169","1","2017/5/4","9"
"440539811","10001985","126","1","2017/5/4","10"
"1555471943","10000264","150","1","2017/5/5","8"
"440158060","10000264","185","1","2017/5/5","8"
"684804506","10000352","66","1","2017/5/5","4"
"679743340","10000352","85","1","2017/5/5","10"
"345449347","10000383","197","1","2017/5/5","5"
"140430180","10000410","53","1","2017/5/5","10"
"671021001","10000410","115","1","2017/5/5","8"
"385316917","10000410","97","1","2017/5/5","9"
"590629808","10000448","104","1","2017/5/5","8"
"671694103","10000454","145","1","2017/5/5","1"
"812534077","10000576","101","1","2017/5/5","9"
"140178260","10000596","67","1","2017/5/5","8"
"821221736","10000596","127","1","2017/5/5","10"
"449704033","10000596","113","1","2017/5/5","3"
"452280699","10000609","142","1","2017/5/5","6"
"553560247","10000609","145","1","2017/5/5","9"
"1401300901","10000647","142","1","2017/5/5","10"
"721406270","10000647","178","1","2017/5/5","5"
"373292260","10000647","83","1","2017/5/5","3"
"1576737330","10000801","180","1","2017/5/5","5"
"155725009","10000801","129","1","2017/5/5","10"
"38078520","10000801","144","1","2017/5/5","4"
"515118559","10000886","143","1","2017/5/5","1"
"312975597","10000952","140","1","2017/5/5","6"
"871134551","10000952","183","1","2017/5/5","1"
"679457526","10000952","178","1","2017/5/5","8"
"2070366073","10001064","80","1","2017/5/5","8"
"553243586","10001410","111","1","2017/5/5","8"
"316693235","10001410","88","1","2017/5/5","8"
"671510053","10001490","97","1","2017/5/5","8"
"312971346","10001490","98","1","2017/5/5","9"
"38542017","10001627","143","1","2017/5/5","10"
"971880107","10001779","68","1","2017/5/5","10"
"439137411","10001779","149","1","2017/5/5","8"
"590458841","10001820","112","1","2017/5/5","10"
"684872153","10001820","126","1","2017/5/5","8"
"449908593","10001888","177","1","2017/5/5","7"
"373253524","10001888","191","1","2017/5/5","10"
"34537472","10000006","140","1","2017/5/6","9"
"563384514","10000006","113","1","2017/5/6","7"
"385043805","10000073","120","1","2017/5/6","9"
"380652277","10000073","119","1","2017/5/6","4"
"671620991","10000099","138","1","2017/5/6","7"
"373193335","10000157","101","1","2017/5/6","4"
"440234565","10000157","168","1","2017/5/6","9"
"3525713835","10000272","104","1","2017/5/6","5"
"1400041414","10000272","173","1","2017/5/6","8"
"193532271","10000349","82","1","2017/5/6","6"
"158648107","10000387","80","1","2017/5/6","8"
"38542017","10000387","143","1","2017/5/6","10"
"804106304","10000584","91","1","2017/5/6","8"
"61097489","10000584","165","1","2017/5/6","8"
"553270222","10000627","69","1","2017/5/6","4"
"8476001584","10000840","132","1","2017/5/6","3"
"316168688","10000840","187","1","2017/5/6","9"
"1565120019","10000874","71","1","2017/5/6","7"
"451411013","10000957","58","1","2017/5/6","9"
"440941407","10000957","127","1","2017/5/6","1"
"425172546","10000983","66","1","2017/5/6","2"
"679769781","10001097","178","1","2017/5/6","8"
"1550224220","10001097","140","1","2017/5/6","5"
"786011491","10001115","82","1","2017/5/6","2"
"393050297","10001158","113","1","2017/5/6","6"
"791417808","10001158","126","1","2017/5/6","9"
"312245475","10001158","59","1","2017/5/6","3"
"553263226","10001183","60","1","2017/5/6","6"
"55327600","10001183","185","1","2017/5/6","8"
"140122060","10001183","198","1","2017/5/6","3"
"764227122","10001269","95","1","2017/5/6","2"
"446531332","10001269","140","1","2017/5/6","4"
"441003273","10001269","74","1","2017/5/6","6"
"425192725","10001341","168","1","2017/5/6","6"
"141304340","10001465","143","1","2017/5/6","3"
"553564935","10001465","150","1","2017/5/6","9"
"515090395","10001507","126","1","2017/5/6","10"
"42517736","10001525","165","1","2017/5/6","7"
"38531292","10001564","72","1","2017/5/6","10"
"874062640","10001564","180","1","2017/5/6","3"
"51512317","10001564","172","1","2017/5/6","7"
"809232669","10001796","76","1","2017/5/6","10"
"1551667045","10001796","102","1","2017/5/6","9"
"440221099","10001796","165","1","2017/5/6","9"
"821752456","10001854","168","1","2017/5/6","3"
"595098002","10001854","101","1","2017/5/6","7"
"68815333","10000315","83","1","2017/5/7","7"
"373289790","10000315","85","1","2017/5/7","4"
"670894842","10000324","89","1","2017/5/7","7"
"316171468","10000324","184","1","2017/5/7","3"
"895771462","10000324","165","1","2017/5/7","6"
"312288840","10000519","108","1","2017/5/7","3"
"1569473544","10000519","117","1","2017/5/7","9"
"6329497","10000620","87","1","2017/5/7","4"
"8497597656","10000620","126","1","2017/5/7","5"
"373079303","10000620","146","1","2017/5/7","5"
"312983212","10000695","124","1","2017/5/7","3"
"1560769254","10000695","97","1","2017/5/7","10"
"440236673","10000695","143","1","2017/5/7","7"
"449225151","10000799","59","1","2017/5/7","6"
"553802100","10000799","77","1","2017/5/7","2"
"140104399","10000799","173","1","2017/5/7","6"
"618260277","10000884","50","1","2017/5/7","2"
"85398008","10000971","100","1","2017/5/7","10"
"1890109533","10001020","183","1","2017/5/7","7"
"373271700","10001020","114","1","2017/5/7","8"
"51509160","10001104","173","1","2017/5/7","6"
"2070415880","10001104","143","1","2017/5/7","4"
"671009605","10001104","187","1","2017/5/7","7"
"395859972","10001177","138","1","2017/5/7","10"
"373272359","10001177","115","1","2017/5/7","7"
"590446711","10001237","138","1","2017/5/7","8"
"786704683","10001237","169","1","2017/5/7","4"
"684859939","10001237","174","1","2017/5/7","6"
"312204787","10001369","186","1","2017/5/7","6"
"440225108","10001369","139","1","2017/5/7","10"
"452282152","10001449","89","1","2017/5/7","6"
"805061762","10001449","104","1","2017/5/7","3"
"553297260","10001449","60","1","2017/5/7","8"
"679815694","10001469","102","1","2017/5/7","9"
"843944056","10001469","145","1","2017/5/7","9"
"889950652","10001484","88","1","2017/5/7","3"
"399146857","10001484","56","1","2017/5/7","7"
"671676377","10001484","187","1","2017/5/7","7"
"6109594","10001745","117","1","2017/5/7","7"
"312265867","10001804","127","1","2017/5/7","9"
"425170357","10001804","80","1","2017/5/7","3"
"87542791","10001915","104","1","2017/5/7","8"
"8483731614","10001937","185","1","2017/5/7","8"
"1551665557","10001937","135","1","2017/5/7","2"
"6157629","10001961","181","1","2017/5/7","10"
"916291456","10000655","107","1","2017/5/8","7"
"515135690","10000655","91","1","2017/5/8","3"
"380809168","10000815","104","1","2017/5/8","6"
"525447512","10000894","127","1","2017/5/8","8"
"446529060","10000894","82","1","2017/5/8","5"
"1575668203","10000937","69","1","2017/5/8","4"
"393955559","10000960","80","1","2017/5/8","3"
"393025764","10000960","51","1","2017/5/8","3"
"380701073","10001046","129","1","2017/5/8","8"
"385333137","10001110","69","1","2017/5/8","9"
"1864483407","10001110","50","1","2017/5/8","2"
"553225103","10001209","126","1","2017/5/8","5"
"1860465811","10001209","95","1","2017/5/8","8"
"345440781","10001308","146","1","2017/5/8","5"
"449211576","10001446","60","1","2017/5/8","8"
"312187459","10001446","53","1","2017/5/8","7"
"842329285","10001446","129","1","2017/5/8","9"
"674291417","10001457","101","1","2017/5/8","10"
"345361792","10001642","67","1","2017/5/8","10"
"380716542","10001714","101","1","2017/5/8","8"
"345311949","10001714","134","1","2017/5/8","1"
"3453199057","10001906","84","1","2017/5/8","9"
"446604763","10001998","76","1","2017/5/8","5"
"1890410101","10000146","68","1","2017/5/9","2"
"60950668","10000171","121","1","2017/5/9","10"
"312924585","10000171","129","1","2017/5/9","9"
"553211668","10000227","68","1","2017/5/9","8"
"817210385","10000227","187","1","2017/5/9","6"
"446611808","10000284","156","1","2017/5/9","5"
"325723273","10000300","114","1","2017/5/9","7"
"523419252","10000300","114","1","2017/5/9","5"
"425154092","10000348","68","1","2017/5/9","9"
"64405737","10000367","114","1","2017/5/9","5"
"156180022","10000668","141","1","2017/5/9","2"
"674445449","10000790","164","1","2017/5/9","2"
"446611476","10000790","80","1","2017/5/9","10"
"590438689","10000790","126","1","2017/5/9","8"
"571129498","10000876","83","1","2017/5/9","8"
"375702709","10000887","108","1","2017/5/9","3"
"385333137","10000926","69","1","2017/5/9","9"
"525480307","10000926","122","1","2017/5/9","9"
"515128554","10000938","191","1","2017/5/9","2"
"60934700","10001208","94","1","2017/5/9","7"
"3442351545","10001249","91","1","2017/5/9","10"
"893752738","10001249","113","1","2017/5/9","10"
"764551671","10001339","173","1","2017/5/9","6"
"553763083","10001339","105","1","2017/5/9","8"
"345377443","10001540","85","1","2017/5/9","5"
"671542036","10001540","134","1","2017/5/9","10"
"380819368","10001807","140","1","2017/5/9","9"
"312421117","10001852","58","1","2017/5/9","7"
"1400034779","10001852","126","1","2017/5/9","6"
"385504209","10001861","177","1","2017/5/9","9"
"843947772","10000004","140","1","2017/5/10","9"
"812570944","10000004","112","1","2017/5/10","6"
"743442245","10000084","162","1","2017/5/10","5"
"670031046","10000369","53","1","2017/5/10","4"
"60904453","10000369","144","1","2017/5/10","10"
"345379144","10000496","156","1","2017/5/10","3"
"425132358","10000496","104","1","2017/5/10","9"
"1568361041","10000499","146","1","2017/5/10","7"
"590327380","10000499","185","1","2017/5/10","9"
"671721607","10000539","104","1","2017/5/10","10"
"452261848","10000545","120","1","2017/5/10","8"
"802134505","10000554","169","1","2017/5/10","7"
"553575554","10000595","108","1","2017/5/10","1"
"61056987","10000595","60","1","2017/5/10","6"
"684856069","10000685","113","1","2017/5/10","9"
"449232042","10000685","107","1","2017/5/10","2"
"3518116509","10000809","75","1","2017/5/10","9"
"452278341","10001047","58","1","2017/5/10","10"
"8434873613","10001047","108","1","2017/5/10","9"
"394726405","10001047","58","1","2017/5/10","7"
"140113827","10001056","104","1","2017/5/10","10"
"696217120","10001056","180","1","2017/5/10","8"
"1580623190","10001200","129","1","2017/5/10","3"
"753101203","10001200","80","1","2017/5/10","10"
"553217135","10001271","187","1","2017/5/10","8"
"732907845","10001271","149","1","2017/5/10","10"
"151006849","10001271","187","1","2017/5/10","7"
"394800168","10001314","127","1","2017/5/10","6"
"452008298","10001314","113","1","2017/5/10","5"
"553263218","10001314","122","1","2017/5/10","2"
"941423522","10001338","91","1","2017/5/10","9"
"451628810","10001338","124","1","2017/5/10","3"
"451202546","10001399","166","1","2017/5/10","8"
"553235559","10001426","115","1","2017/5/10","8"
"61009059","10001426","177","1","2017/5/10","8"
"553570099","10001426","124","1","2017/5/10","6"
"385484518","10001658","100","1","2017/5/10","2"
"316104965","10001658","107","1","2017/5/10","10"
"2877142264","10001716","143","1","2017/5/10","9"
"140442529","10001716","112","1","2017/5/10","10"
"1558321071","10001732","181","1","2017/5/10","7"
"345420748","10001757","104","1","2017/5/10","6"
"971880107","10001774","68","1","2017/5/10","10"
"425150070","10001774","140","1","2017/5/10","7"
"809244942","10000088","191","1","2017/5/11","10"
"440166462","10000131","135","1","2017/5/11","2"
"553204831","10000176","56","1","2017/5/11","3"
"446359866","10000185","189","1","2017/5/11","8"
"425098761","10000213","161","1","2017/5/11","5"
"151555567","10000407","143","1","2017/5/11","7"
"425114236","10000503","187","1","2017/5/11","1"
"877931062","10000503","146","1","2017/5/11","6"
"374292817","10000865","127","1","2017/5/11","6"
"451400429","10000868","58","1","2017/5/11","1"
"307220044","10000912","140","1","2017/5/11","2"
"440422256","10000941","168","1","2017/5/11","3"
"452266564","10001007","58","1","2017/5/11","5"
"786905239","10001069","142","1","2017/5/11","8"
"425120279","10001093","88","1","2017/5/11","5"
"440226309","10001181","50","1","2017/5/11","10"
"2020562340","10001264","68","1","2017/5/11","7"
"316666343","10001264","113","1","2017/5/11","10"
"1551668173","10001264","172","1","2017/5/11","4"
"553211404","10001297","191","1","2017/5/11","8"
"70212570","10001297","104","1","2017/5/11","6"
"446672211","10001391","59","1","2017/5/11","3"
"452281830","10001413","101","1","2017/5/11","4"
"886772885","10001441","76","1","2017/5/11","8"
"553153277","10001441","140","1","2017/5/11","8"
"385504209","10001441","177","1","2017/5/11","9"
"425184102","10001548","101","1","2017/5/11","6"
"439217989","10001548","80","1","2017/5/11","1"
"312966970","10001548","66","1","2017/5/11","9"
"471574503","10001579","68","1","2017/5/11","6"
"1559702761","10001601","68","1","2017/5/11","1"
"394726030","10001601","59","1","2017/5/11","5"
"316571202","10001601","140","1","2017/5/11","9"
"373244770","10001666","119","1","2017/5/11","9"
"1400030382","10001666","157","1","2017/5/11","8"
"553560441","10001697","80","1","2017/5/11","1"
"393951693","10001697","129","1","2017/5/11","5"
"8817106259","10001697","111","1","2017/5/11","7"
"874775132","10001841","80","1","2017/5/11","10"
"312309015","10001938","180","1","2017/5/11","8"
"34544227","10000030","50","1","2017/5/12","6"
"1565073223","10000030","168","1","2017/5/12","4"
"425161439","10000122","113","1","2017/5/12","2"
"312202318","10000158","178","1","2017/5/12","9"
"684833395","10000158","72","1","2017/5/12","10"
"385493800","10000158","125","1","2017/5/12","10"
"671646478","10000192","184","1","2017/5/12","6"
"671226819","10000192","173","1","2017/5/12","2"
"804119538","10000283","127","1","2017/5/12","3"
"440995779","10000283","91","1","2017/5/12","6"
"843948817","10000328","80","1","2017/5/12","2"
"553566040","10000368","83","1","2017/5/12","6"
"688142877","10000368","84","1","2017/5/12","9"
"886775507","10000368","112","1","2017/5/12","9"
"451519299","10000444","94","1","2017/5/12","10"
"373169620","10000444","102","1","2017/5/12","10"
"25294709","10000445","50","1","2017/5/12","3"
"316569321","10000445","187","1","2017/5/12","5"
"553278274","10000445","76","1","2017/5/12","10"
"553582941","10000570","130","1","2017/5/12","8"
"345351525","10000657","166","1","2017/5/12","8"
"140585184","10000836","140","1","2017/5/12","8"
"1400034779","10000836","126","1","2017/5/12","6"
"312971842","10000920","51","1","2017/5/12","6"
"425139522","10000920","183","1","2017/5/12","2"
"425196453","10000920","80","1","2017/5/12","5"
"805424652","10001109","87","1","2017/5/12","7"
"425182908","10001109","101","1","2017/5/12","4"
"375706410","10001174","136","1","2017/5/12","10"
"140187502","10001220","82","1","2017/5/12","8"
"671524798","10001241","87","1","2017/5/12","3"
"449213730","10001241","143","1","2017/5/12","7"
"915765756","10001241","97","1","2017/5/12","7"
"385335881","10001321","131","1","2017/5/12","4"
"786916591","10001321","122","1","2017/5/12","7"
"373709242","10001472","127","1","2017/5/12","3"
"373707444","10001472","130","1","2017/5/12","10"
"929239571","10001472","135","1","2017/5/12","10"
"60916508","10001544","130","1","2017/5/12","10"
"425182908","10001544","101","1","2017/5/12","4"
"786886307","10001585","144","1","2017/5/12","6"
"743471555","10001585","174","1","2017/5/12","9"
"919345913","10001612","115","1","2017/5/12","10"
"1853260789","10001614","196","1","2017/5/12","1"
"553096834","10001656","85","1","2017/5/12","2"
"312278586","10001656","80","1","2017/5/12","9"
"449219828","10001734","147","1","2017/5/12","9"
"1551668211","10001734","88","1","2017/5/12","5"
"679746315","10001794","180","1","2017/5/12","9"
"38079487","10001948","63","1","2017/5/12","9"
"3426650754","10001948","112","1","2017/5/12","4"
"886773733","10001968","119","1","2017/5/12","1"
"671003348","10001968","114","1","2017/5/12","8"
"679419616","10000291","173","1","2017/5/13","7"
"1573226343","10000472","74","1","2017/5/13","2"
"451212169","10000472","157","1","2017/5/13","7"
"553562614","10000529","80","1","2017/5/13","7"
"140059806","10000542","129","1","2017/5/13","9"
"415027500","10000621","196","1","2017/5/13","7"
"2253153427","10000653","77","1","2017/5/13","9"
"394580567","10000776","115","1","2017/5/13","10"
"804119902","10000776","111","1","2017/5/13","4"
"1565123565","10000782","117","1","2017/5/13","6"
"553574574","10000782","186","1","2017/5/13","2"
"886778166","10000782","115","1","2017/5/13","4"
"1551663058","10000793","126","1","2017/5/13","3"
"451184270","10000854","99","1","2017/5/13","7"
"307248011","10001099","187","1","2017/5/13","2"
"671464817","10001226","142","1","2017/5/13","8"
"553133055","10001226","113","1","2017/5/13","6"
"743222008","10001433","141","1","2017/5/13","8"
"446527165","10001509","166","1","2017/5/13","6"
"8420699896","10001509","132","1","2017/5/13","4"
"1570612420","10001509","87","1","2017/5/13","10"
"440235464","10001737","156","1","2017/5/13","4"
"671020110","10001737","187","1","2017/5/13","10"
"31287054","10001829","125","1","2017/5/13","6"
"60566760","10001883","185","1","2017/5/13","3"
"440174643","10001883","122","1","2017/5/13","5"
"316779237","10000087","127","1","2017/5/14","9"
"8427201249","10000102","102","1","2017/5/14","8"
"345404114","10000147","180","1","2017/5/14","8"
"441009050","10000147","157","1","2017/5/14","7"
"517362422","10000238","53","1","2017/5/14","8"
"708883516","10000377","91","1","2017/5/14","1"
"312976887","10000377","86","1","2017/5/14","7"
"34538475","10000420","107","1","2017/5/14","2"
"671043382","10000420","142","1","2017/5/14","3"
"451209540","10000549","113","1","2017/5/14","10"
"452283205","10000549","134","1","2017/5/14","2"
"553276123","10000623","113","1","2017/5/14","4"
"373250185","10000646","52","1","2017/5/14","7"
"717284832","10000816","119","1","2017/5/14","2"
"1844262553","10000816","174","1","2017/5/14","10"
"413537900","10000816","185","1","2017/5/14","9"
"21795584","10000846","158","1","2017/5/14","8"
"373700210","10000846","105","1","2017/5/14","6"
"671886665","10000877","189","1","2017/5/14","9"
"743439775","10000896","114","1","2017/5/14","5"
"671658166","10000897","173","1","2017/5/14","1"
"786889047","10000897","140","1","2017/5/14","7"
"1552782492","10001014","138","1","2017/5/14","8"
"380786699","10001014","68","1","2017/5/14","5"
"375703721","10001043","140","1","2017/5/14","4"
"441810764","10001043","74","1","2017/5/14","2"
"470834544","10001361","181","1","2017/5/14","6"
"449206440","10001434","141","1","2017/5/14","9"
"451203224","10001434","119","1","2017/5/14","4"
"345381033","10001434","158","1","2017/5/14","4"
"451454537","10001500","105","1","2017/5/14","4"
"345380371","10001500","179","1","2017/5/14","6"
"802847471","10001589","146","1","2017/5/14","8"
"142800821","10001589","88","1","2017/5/14","10"
"60965673","10001776","102","1","2017/5/14","10"
"76534050","10001776","113","1","2017/5/14","7"
"446607193","10001822","142","1","2017/5/14","8"
"743214927","10001874","89","1","2017/5/14","6"
"671635778","10001874","98","1","2017/5/14","10"
"375706402","10001874","145","1","2017/5/14","4"
"140328742","10001918","60","1","2017/5/14","8"
"786888067","10001918","178","1","2017/5/14","1"
"684159902","10001918","99","1","2017/5/14","6"
"684186276","10001940","126","1","2017/5/14","6"
"553445995","10001940","150","1","2017/5/14","8"
"764550896","10001950","76","1","2017/5/14","8"
"385476965","10001950","110","1","2017/5/14","4"
"60224835","10001950","178","1","2017/5/14","7"
"515104175","10000013","104","1","2017/5/15","7"
"345387651","10000013","129","1","2017/5/15","10"
"380773155","10000016","104","1","2017/5/15","7"
"451185560","10000016","169","1","2017/5/15","8"
"439313899","10000098","156","1","2017/5/15","8"
"446527629","10000411","149","1","2017/5/15","4"
"3423009152","10000424","60","1","2017/5/15","3"
"684853310","10000424","146","1","2017/5/15","8"
"671623249","10000424","136","1","2017/5/15","2"
"3407361130","10000537","136","1","2017/5/15","7"
"451199898","10000666","130","1","2017/5/15","2"
"440211891","10000666","88","1","2017/5/15","2"
"385314698","10000759","80","1","2017/5/15","8"
"1573222267","10000759","76","1","2017/5/15","8"
"816713162","10000923","158","1","2017/5/15","5"
"671506048","10000927","119","1","2017/5/15","8"
"373244487","10000954","101","1","2017/5/15","7"
"571197981","10000954","185","1","2017/5/15","7"
"688046606","10000954","88","1","2017/5/15","5"
"312959176","10001106","50","1","2017/5/15","6"
"44661257","10001431","69","1","2017/5/15","8"
"60973188","10001632","112","1","2017/5/15","9"
"425191184","10001632","134","1","2017/5/15","5"
"99245027","10001711","125","1","2017/5/15","7"
"449215156","10001727","69","1","2017/5/15","2"
"345404114","10001758","180","1","2017/5/15","8"
"440219760","10000129","123","1","2017/5/16","4"
"373033672","10000129","91","1","2017/5/16","2"
"312244266","10000172","173","1","2017/5/16","8"
"967231434","10000172","140","1","2017/5/16","10"
"743420373","10000172","141","1","2017/5/16","6"
"970746865","10000229","161","1","2017/5/16","9"
"440235162","10000229","125","1","2017/5/16","5"
"316781460","10000241","77","1","2017/5/16","9"
"451525078","10000406","50","1","2017/5/16","5"
"743464745","10000427","120","1","2017/5/16","5"
"39457513","10000427","95","1","2017/5/16","5"
"440214041","10000681","95","1","2017/5/16","8"
"590403826","10000681","109","1","2017/5/16","7"
"6475329","10000919","100","1","2017/5/16","2"
"425195252","10001036","122","1","2017/5/16","7"
"670894184","10001036","114","1","2017/5/16","10"
"671690094","10001090","119","1","2017/5/16","10"
"767916220","10001284","139","1","2017/5/16","5"
"671875086","10001364","123","1","2017/5/16","10"
"590484966","10001364","161","1","2017/5/16","8"
"151574499","10001398","85","1","2017/5/16","5"
"395364051","10001398","104","1","2017/5/16","5"
"679456376","10001407","60","1","2017/5/16","8"
"553289411","10001407","69","1","2017/5/16","4"
"836213327","10001428","117","1","2017/5/16","6"
"316602906","10001428","60","1","2017/5/16","9"
"877286396","10001580","113","1","2017/5/16","7"
"425177173","10001580","50","1","2017/5/16","7"
"64472795","10001580","186","1","2017/5/16","8"
"515122491","10001645","120","1","2017/5/16","6"
"345402308","10001645","52","1","2017/5/16","4"
"671523074","10001645","108","1","2017/5/16","6"
"3423202947","10001752","122","1","2017/5/16","10"
"385314132","10001761","56","1","2017/5/16","7"
"34537536","10001761","158","1","2017/5/16","10"
"7154615","10001793","76","1","2017/5/16","6"
"380646420","10001800","129","1","2017/5/16","3"
"843952768","10001800","112","1","2017/5/16","8"
"451195493","10001922","108","1","2017/5/16","8"
"1574888498","10001935","191","1","2017/5/16","6"
"679735909","10001935","91","1","2017/5/16","7"
"2290319872","10001935","196","1","2017/5/16","6"
"553292056","10001993","117","1","2017/5/16","3"
"140277293","10001993","104","1","2017/5/16","7"
"843945621","10000008","112","1","2017/5/17","7"
"201727870","10000064","80","1","2017/5/17","7"
"399141928","10000252","191","1","2017/5/17","1"
"385332963","10000252","53","1","2017/5/17","10"
"590453866","10000265","176","1","2017/5/17","5"
"1841721522","10000265","82","1","2017/5/17","8"
"1573221368","10000568","196","1","2017/5/17","10"
"1882723007","10000878","129","1","2017/5/17","3"
"1579121470","10000878","144","1","2017/5/17","7"
"446673560","10000914","102","1","2017/5/17","9"
"3453870212","10000914","187","1","2017/5/17","5"
"684852357","10000948","66","1","2017/5/17","4"
"767915062","10000948","101","1","2017/5/17","9"
"395977894","10000978","198","1","2017/5/17","8"
"60577487","10001023","153","1","2017/5/17","8"
"440498058","10001081","91","1","2017/5/17","2"
"373029438","10001081","101","1","2017/5/17","1"
"553582747","10001081","60","1","2017/5/17","8"
"312254288","10001231","153","1","2017/5/17","5"
"61090786","10001307","176","1","2017/5/17","5"
"345361792","10001307","67","1","2017/5/17","10"
"394743180","10001307","180","1","2017/5/17","4"
"590321668","10001459","113","1","2017/5/17","2"
"44651862","10001459","80","1","2017/5/17","8"
"451160193","10001459","146","1","2017/5/17","7"
"156011042","10001621","69","1","2017/5/17","1"
"590449702","10001621","127","1","2017/5/17","3"
"875799116","10001630","117","1","2017/5/17","6"
"886774632","10001638","129","1","2017/5/17","8"
"553570870","10001713","56","1","2017/5/17","9"
"30679109","10001799","83","1","2017/5/17","5"
"870441418","10001875","58","1","2017/5/17","3"
"61056774","10001875","115","1","2017/5/17","7"
"38524634","10000038","166","1","2017/5/18","3"
"451183665","10000038","111","1","2017/5/18","10"
"843945621","10000048","112","1","2017/5/18","7"
"679752927","10000058","50","1","2017/5/18","7"
"877881243","10000058","150","1","2017/5/18","10"
"767905199","10000165","107","1","2017/5/18","8"
"345254171","10000222","107","1","2017/5/18","9"
"399141464","10000222","91","1","2017/5/18","5"
"684845776","10000234","142","1","2017/5/18","10"
"373121768","10000247","168","1","2017/5/18","6"
"1899866248","10000449","100","1","2017/5/18","6"
"590331051","10000449","138","1","2017/5/18","2"
"671885154","10000466","101","1","2017/5/18","1"
"345345738","10000466","60","1","2017/5/18","2"
"671883410","10000466","150","1","2017/5/18","7"
"671778633","10000741","185","1","2017/5/18","9"
"345423291","10000749","95","1","2017/5/18","2"
"60193956","10000870","108","1","2017/5/18","8"
"440236789","10001242","104","1","2017/5/18","4"
"316073032","10001259","68","1","2017/5/18","10"
"440580153","10001295","59","1","2017/5/18","7"
"312990065","10001295","111","1","2017/5/18","5"
"394539958","10001512","53","1","2017/5/18","8"
"441104029","10001512","115","1","2017/5/18","10"
"1885356552","10001574","113","1","2017/5/18","2"
"440225078","10001660","168","1","2017/5/18","4"
"60931736","10001662","186","1","2017/5/18","2"
"844507024","10001847","143","1","2017/5/18","7"
"375706771","10001956","164","1","2017/5/18","7"
"767905385","10001979","134","1","2017/5/18","7"
"373030169","10001979","60","1","2017/5/18","5"
"440492769","10000042","60","1","2017/5/19","9"
"449147657","10000046","85","1","2017/5/19","3"
"373630573","10000085","158","1","2017/5/19","8"
"671022776","10000085","52","1","2017/5/19","5"
"590401645","10000167","85","1","2017/5/19","8"
"1593080123","10000167","91","1","2017/5/19","9"
"860917886","10000167","125","1","2017/5/19","7"
"856487619","10000184","115","1","2017/5/19","10"
"1578152534","10000184","140","1","2017/5/19","1"
"571142745","10000453","126","1","2017/5/19","2"
"399144463","10000453","179","1","2017/5/19","1"
"140147551","10000453","169","1","2017/5/19","2"
"60740450","10000459","111","1","2017/5/19","9"
"618039694","10000465","113","1","2017/5/19","10"
"373871937","10000625","114","1","2017/5/19","1"
"743246071","10000669","185","1","2017/5/19","9"
"440208378","10000669","111","1","2017/5/19","8"
"821734121","10000669","191","1","2017/5/19","4"
"44640344","10000795","174","1","2017/5/19","8"
"1569246440","10000795","126","1","2017/5/19","7"
"552998931","10000795","135","1","2017/5/19","6"
"141000198","10000880","183","1","2017/5/19","9"
"380728176","10000880","77","1","2017/5/19","7"
"673800342","10000880","140","1","2017/5/19","6"
"425185710","10001228","169","1","2017/5/19","8"
"670819239","10001228","150","1","2017/5/19","3"
"451458680","10001228","60","1","2017/5/19","8"
"804114986","10001337","113","1","2017/5/19","9"
"452265703","10001337","157","1","2017/5/19","5"
"3458324232","10001337","115","1","2017/5/19","8"
"375726349","10001394","157","1","2017/5/19","4"
"553569910","10001702","85","1","2017/5/19","5"
"821754149","10001709","131","1","2017/5/19","6"
"373291515","10001709","67","1","2017/5/19","6"
"345420748","10001709","104","1","2017/5/19","6"
"671024248","10001720","144","1","2017/5/19","9"
"60975776","10001750","114","1","2017/5/19","7"
"688171877","10001788","101","1","2017/5/19","6"
"345303466","10001887","110","1","2017/5/19","8"
"446341754","10001887","77","1","2017/5/19","9"
"440062616","10001928","135","1","2017/5/19","5"
"451207521","10001928","108","1","2017/5/19","5"
"1592400876","10001942","126","1","2017/5/19","6"
"600039781","10001942","113","1","2017/5/19","9"
"671027360","10000034","187","1","2017/5/20","8"
"8408047957","10000066","131","1","2017/5/20","6"
"380817691","10000066","162","1","2017/5/20","10"
"552143774","10000066","134","1","2017/5/20","7"
"898151155","10000091","127","1","2017/5/20","7"
"446303194","10000091","63","1","2017/5/20","10"
"618070206","10000214","184","1","2017/5/20","7"
"671695649","10000341","83","1","2017/5/20","7"
"385333501","10000634","162","1","2017/5/20","3"
"590433474","10000634","180","1","2017/5/20","2"
"553561227","10000682","185","1","2017/5/20","6"
"446519723","10000715","113","1","2017/5/20","7"
"849904978","10000828","144","1","2017/5/20","4"
"553238132","10000828","187","1","2017/5/20","8"
"446601241","10000993","87","1","2017/5/20","8"
